player;age;games;min;weight;height;points;a_field_goals;p_field_goals;p_efg;p_2points;a_3points;p_3points;prop_2p;prop_3p;a_free_throws;p_free_throws;p_true_shooting;oreb;dreb;reb;p_oreb;p_dreb;p_reb;assist;tov;steal;blocks;fauls;off_rtng;def_rtng;net_rtng;plus_minus;p_usage
Aaron Gordon;26;75;31.7;235;6,8;15;11.1;0.52;0.573;0.616;3.5;0.335;0.688;0.312;3.1;0.743;0.602;1.7;4.2;5.9;0.057;0.129;0.095;2.5;1.8;0.6;0.6;2;117.3;111.1;6.2;4.3;0.194
Aaron Henry;22;6;2.8;210;6,5;0.3;0.8;0.2;0.2;1;0.2;0;0.8;0.2;0;0;0.2;0;0.2;0.2;0;0.048;0.024;0;0.3;0;0.3;0.3;71.1;127;-56;-3.3;0.149
Aaron Holiday;25;63;16.2;185;6,0;6.3;5.4;0.447;0.504;0.56;1.6;0.379;0.695;0.305;1.1;0.868;0.544;0.4;1.6;1.9;0.023;0.092;0.058;2.4;1.1;0.7;0.1;1.5;106.8;108.2;-1.4;-0.6;0.182
Aaron Nesmith;22;52;11;215;6,5;3.8;3.5;0.396;0.481;0.418;2.2;0.27;0.368;0.632;0.5;0.808;0.507;0.3;1.4;1.7;0.025;0.117;0.073;0.4;0.6;0.4;0.1;1.3;107.3;104.3;3;0.4;0.164
Aaron Wiggins;23;50;24.2;190;6,4;8.3;6.7;0.463;0.525;0.548;2.8;0.304;0.591;0.409;1.7;0.729;0.556;1;2.5;3.6;0.04;0.098;0.069;1.4;1.1;0.6;0.2;1.9;104.5;112.6;-8.1;-4.7;0.149
Abdel Nader;28;14;10.4;225;6,5;2.4;2.5;0.343;0.4;0.471;1;0.286;0.6;0.4;0.7;0.6;0.431;0.3;1.6;1.9;0.026;0.145;0.087;0.5;0.8;0.6;0.3;1.4;95.1;96;-0.9;-0.1;0.139
Ade Murkey;24;1;1.5;200;6,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33.3;66.7;-33.3;-1;0
Admiral Schofield;25;38;12.3;241;6,5;3.8;3.4;0.419;0.519;0.384;2.1;0.329;0.388;0.612;0.4;0.8;0.538;0.4;1.9;2.3;0.033;0.146;0.088;0.7;0.6;0.1;0.1;1.5;100.3;113.8;-13.5;-3.4;0.143
Ahmad Caver;25;1;0.8;174;6,2;2;1;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;200;66.7;133.3;2;0.5
Al Horford;36;69;29.1;240;6,9;10.2;8.2;0.467;0.546;0.505;3.8;0.336;0.534;0.466;1.4;0.842;0.574;1.6;6.1;7.7;0.054;0.201;0.13;3.4;0.9;0.7;1.3;1.9;112.8;103.4;9.3;5.6;0.147
Alec Burks;30;81;28.6;214;6,6;11.7;9;0.391;0.499;0.271;4.8;0.404;0.466;0.534;3.3;0.822;0.559;0.6;4.3;4.9;0.019;0.148;0.082;3;1.1;1;0.3;2.7;110.3;108.1;2.3;1.5;0.171
Aleem Ford;24;5;14.7;220;6,8;2.8;4;0.3;0.35;0.571;3;0.133;0.25;0.75;0;0;0.35;0.4;2.6;3;0.028;0.16;0.099;0.4;0.8;0.2;0;1.4;98.6;120.7;-22.1;-7;0.148
Alekesej Pokusevski;20;61;20.2;190;7,0;7.6;7.5;0.408;0.47;0.556;3.2;0.289;0.568;0.432;0.8;0.7;0.485;1.2;4;5.2;0.054;0.189;0.121;2.1;1.5;0.6;0.6;1.4;103.6;106.1;-2.5;-0.7;0.195
Alex Caruso;28;41;28;186;6,5;7.4;6.2;0.398;0.48;0.395;3.1;0.333;0.508;0.492;1.8;0.795;0.528;0.8;2.8;3.6;0.029;0.101;0.064;4;1.4;1.7;0.4;2.6;110.5;105.5;5.1;2.7;0.13
Alex Len;29;39;15.9;250;7,0;6;4.5;0.534;0.551;0.749;0.5;0.286;0.881;0.119;1.6;0.651;0.577;1.3;2.8;4.1;0.076;0.168;0.121;1.2;1.1;0.3;0.6;2.6;106;111.4;-5.5;-1.9;0.165
Alfonzo McKinnie;29;17;12.1;215;6,7;3.5;3.6;0.393;0.467;0.508;1.6;0.333;0.557;0.443;0.5;0.25;0.457;0.8;1.2;1.9;0.059;0.115;0.084;0.3;0.4;0.1;0.2;1.5;108.6;121.5;-12.9;-3.2;0.148
Alize Johnson;26;23;7.3;212;6,8;1.8;1.7;0.436;0.436;0.829;0.2;0;0.897;0.103;0.5;0.583;0.463;1.2;1.4;2.7;0.156;0.202;0.178;0.4;0.5;0.2;0;0.8;105.1;115.7;-10.6;-2;0.14
Alperen Sengun;19;72;20.7;243;6,10;9.6;7.3;0.474;0.502;0.636;1.6;0.248;0.777;0.223;3.2;0.711;0.552;1.9;3.5;5.5;0.089;0.174;0.13;2.6;2;0.8;0.9;3;106.4;116.6;-10.2;-4.3;0.214
Amir Coffey;25;69;22.7;210;6,7;9;6.8;0.453;0.556;0.372;3.7;0.378;0.455;0.545;1.7;0.863;0.598;0.4;2.5;2.9;0.017;0.102;0.06;1.8;0.7;0.6;0.2;1.3;110.1;111;-0.9;-0.7;0.154
Andre Drummond;28;73;19.7;279;6,10;7.9;5.9;0.57;0.57;0.852;0;0;0.993;0.007;2.2;0.524;0.574;3.1;6.2;9.3;0.155;0.305;0.23;1.8;1.6;1.1;0.9;2.6;112.2;109.8;2.4;0.5;0.181
Andre Iguodala;38;31;19.4;215;6,6;4;3.9;0.38;0.45;0.468;2.4;0.23;0.388;0.612;0.6;0.75;0.478;0.7;2.5;3.2;0.035;0.117;0.078;3.7;0.9;0.9;0.7;1.1;105.7;97;8.7;3.7;0.113
Andrew Wiggins;27;73;31.9;197;6,7;17.2;14;0.466;0.543;0.506;5.5;0.393;0.608;0.392;3.2;0.634;0.56;1.2;3.3;4.5;0.036;0.095;0.066;2.2;1.5;1;0.7;2.2;111.2;105.4;5.8;3.6;0.224
Anfernee Simons;23;57;29.5;181;6,3;17.3;14;0.443;0.555;0.352;7.8;0.405;0.445;0.555;2;0.888;0.583;0.5;2.2;2.6;0.015;0.075;0.044;3.9;2;0.5;0.1;1.9;110.5;112.9;-2.5;-1.5;0.244
Anthony Davis;29;40;35.1;253;6,10;23.2;17.4;0.532;0.542;0.77;1.8;0.186;0.899;0.101;6.1;0.713;0.578;2.7;7.2;9.9;0.072;0.196;0.134;3.1;2.1;1.2;2.3;2.4;105.9;108.9;-3;-2.3;0.263
Anthony Edwards;20;72;34.2;225;6,4;21.3;17.3;0.441;0.527;0.436;8.4;0.357;0.516;0.484;3.9;0.786;0.56;0.9;3.9;4.8;0.023;0.113;0.067;3.8;2.6;1.5;0.6;2.3;114.6;110.6;4;2.6;0.262
Anthony Gill;29;44;10.5;230;6,7;4.1;2.5;0.569;0.633;0.533;0.6;0.538;0.761;0.239;1.2;0.808;0.682;0.8;1.2;1.9;0.075;0.112;0.094;0.6;0.4;0.1;0.3;1.3;114.7;108.9;5.8;1.4;0.138
Anthony Lamb;24;2;3.8;227;6,6;0;1;0;0;0;1;0;0;1;0;0;0;0;0.5;0.5;0;0.125;0.056;1;0;0;0;0;105.9;76.5;29.4;2.5;0.105
Armoni Brooks;24;54;15.6;195;6,3;5.3;5.4;0.339;0.467;0.167;4.6;0.297;0.138;0.862;0.4;0.857;0.483;0.4;1.5;1.9;0.021;0.097;0.058;1.1;0.5;0.5;0.2;1.4;108.3;112.1;-3.8;-1.5;0.159
Arnoldas Kulboka;24;2;2.7;209;6,10;0;0.5;0;0;0;0.5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;50;150;-100;-6;0.071
Austin Reaves;24;61;23.2;197;6,5;7.3;5.2;0.459;0.542;0.419;2.7;0.317;0.475;0.525;1.9;0.839;0.6;0.7;2.4;3.2;0.031;0.099;0.066;1.8;0.7;0.5;0.3;1.4;110.8;109;1.8;0.9;0.121
Austin Rivers;29;67;22.1;200;6,4;6;5.2;0.417;0.53;0.333;3.4;0.342;0.34;0.66;0.7;0.727;0.546;0.3;1.4;1.7;0.014;0.063;0.039;1.3;0.8;0.8;0.1;1.8;113;111.1;1.9;0.8;0.123
Avery Bradley;31;62;22.7;180;6,3;6.4;5.6;0.423;0.54;0.335;3.4;0.39;0.4;0.6;0.3;0.889;0.55;0.5;1.7;2.2;0.021;0.073;0.047;0.8;0.6;0.9;0.1;1.9;105.4;111.2;-5.8;-2.9;0.119
Ayo Dosunmu;22;77;27.4;200;6,4;8.8;6.9;0.52;0.585;0.613;2.4;0.376;0.652;0.348;1;0.679;0.596;0.4;2.4;2.8;0.013;0.09;0.052;3.3;1.4;0.8;0.4;2.4;109.1;114.1;-5;-2.6;0.138
BJ Johnson;26;4;16.1;200;6,6;6.5;6.3;0.44;0.52;0.538;2.5;0.4;0.6;0.4;0;0;0.52;1.5;2.3;3.8;0.091;0.122;0.107;0;0;0;0.3;1;103.8;113;-9.2;-3;0.169
Bam Adebayo;24;56;32.6;255;6,9;19.1;13;0.557;0.557;0.76;0.1;0;0.992;0.008;6.1;0.753;0.608;2.4;7.6;10.1;0.08;0.234;0.159;3.4;2.6;1.4;0.8;3.1;113.1;104.9;8.1;5.4;0.248
Ben McLemore;29;64;20.1;195;6,3;10.2;8.4;0.401;0.541;0.198;6.5;0.362;0.226;0.774;1.4;0.818;0.567;0.2;1.4;1.6;0.009;0.072;0.039;0.9;0.9;0.6;0.2;1.6;101.9;115;-13.1;-5.5;0.207
Bismack Biyombo;29;36;14.1;255;6,8;5.8;4;0.593;0.593;0.819;0;0;1;0;2;0.535;0.596;1.8;2.9;4.6;0.117;0.207;0.161;0.6;0.7;0.3;0.7;1.9;111.8;106.2;5.6;1.4;0.167
Blake Griffin;33;56;17.1;250;6,9;6.4;5.6;0.425;0.486;0.529;2.6;0.262;0.537;0.463;1.4;0.724;0.518;1.1;3;4.1;0.061;0.169;0.116;1.9;0.6;0.5;0.3;1.7;107.8;112.5;-4.7;-1.7;0.167
Boban Marjanovic;33;23;5.6;290;7,3;4.3;3;0.6;0.607;0.837;0.2;0.25;0.943;0.057;1;0.591;0.615;0.3;1.3;1.7;0.066;0.228;0.152;0.1;0.7;0;0.1;1;108.3;95.5;12.8;1.5;0.311
Bobby Portis;27;72;28.2;250;6,10;14.6;12.1;0.479;0.555;0.54;4.7;0.393;0.612;0.388;1.6;0.752;0.571;2.5;6.6;9.1;0.085;0.218;0.153;1.2;1.3;0.7;0.7;2.4;114.7;108.5;6.3;4.4;0.207
Bogdan Bogdanovic;29;63;29.3;225;6,6;15.1;12.6;0.431;0.537;0.364;7.3;0.368;0.422;0.578;1.8;0.843;0.562;0.5;3.5;4;0.016;0.116;0.067;3.1;1.1;1.1;0.2;2.1;116.6;112.1;4.5;3;0.212
Bojan Bogdanovic;33;69;30.9;226;6,7;18.1;13.4;0.455;0.552;0.386;6.8;0.387;0.496;0.504;3.8;0.858;0.599;0.8;3.4;4.3;0.027;0.106;0.068;1.7;1.7;0.5;0;1.7;116.2;111.4;4.8;3.2;0.232
Bol Bol;22;14;5.8;220;7,2;2.4;1.9;0.556;0.574;0.848;0.3;0.25;0.852;0.148;0.4;0.4;0.565;0.3;1.1;1.4;0.049;0.211;0.127;0.4;0.3;0.1;0.1;0.3;102.3;101.7;0.5;0.4;0.16
Bones Hyland;21;69;19;169;6,2;10.1;8.3;0.403;0.518;0.284;5.2;0.366;0.373;0.627;1.8;0.856;0.558;0.2;2.5;2.7;0.011;0.133;0.072;2.8;1.2;0.6;0.3;2.2;113.4;111.7;1.7;0.6;0.231
Brad Wanamaker;32;23;13.9;210;6,3;3.6;3.3;0.364;0.39;0.578;0.7;0.235;0.779;0.221;1.1;0.92;0.472;0.3;1.4;1.7;0.018;0.107;0.061;2.4;1;0.3;0.3;2;104;110.3;-6.4;-1.9;0.146
Bradley Beal;29;40;36;207;6,4;23.2;19.3;0.451;0.492;0.614;5.3;0.3;0.728;0.272;5.1;0.833;0.539;1;3.8;4.7;0.026;0.099;0.064;6.6;3.4;0.9;0.4;2.4;107.1;110.5;-3.5;-2.6;0.297
Brandon Boston;20;51;14.9;188;6,6;6.7;6.4;0.385;0.437;0.531;2.2;0.306;0.658;0.342;1.4;0.819;0.481;0.3;1.8;2.2;0.02;0.111;0.066;1;0.6;0.5;0.3;0.8;102.9;104.9;-2;-0.7;0.212
Brandon Clarke;25;64;19.5;215;6,8;10.4;7;0.644;0.65;0.85;0.3;0.227;0.951;0.049;2;0.654;0.66;2.1;3.2;5.3;0.099;0.148;0.123;1.3;0.5;0.6;1.1;1.9;113.2;105.7;7.5;2.8;0.171
Brandon Goodwin;26;36;13.9;180;6,0;4.8;4.3;0.416;0.477;0.526;1.5;0.345;0.643;0.357;1.1;0.632;0.501;0.4;1.5;1.9;0.028;0.11;0.068;2.5;1;0.7;0;1.1;106.3;112.6;-6.3;-1.5;0.177
Brandon Ingram;24;55;34;190;6,8;22.7;17.9;0.461;0.498;0.608;4.1;0.327;0.77;0.23;5.9;0.826;0.554;0.6;5.2;5.8;0.019;0.152;0.086;5.6;2.7;0.6;0.5;2.2;112.7;109.4;3.3;2.2;0.291
Brandon Knight;30;5;12.9;182;6,2;6.4;5;0.4;0.48;0.375;3.4;0.235;0.32;0.68;1.6;1;0.561;0;1.6;1.6;0;0.098;0.054;1.6;0.8;0.2;0;1;103.6;107.2;-3.6;-1.2;0.216
Brandon Williams;22;24;26.7;190;6,2;12.9;11.8;0.372;0.427;0.479;4.4;0.292;0.624;0.376;4;0.701;0.476;0.8;2.3;3.1;0.026;0.089;0.055;3.9;2.4;1;0.4;2.2;101.2;121.6;-20.4;-11.3;0.246
Braxton Key;25;11;17.9;225;6,8;7.2;6.5;0.458;0.5;0.684;1.9;0.286;0.708;0.292;1.2;0.538;0.508;1.2;3.4;4.5;0.058;0.187;0.118;1;1;0.9;1;2.4;113.2;105.2;8;2.5;0.184
Brodric Thomas;25;12;5;185;6,5;1.8;1.5;0.444;0.5;0.571;0.8;0.222;0.5;0.5;0.4;0.6;0.52;0.2;0.7;0.8;0.034;0.103;0.073;0.9;0.5;0.1;0.1;0.6;106.7;103.7;3;0.3;0.172
Brook Lopez;34;13;23;282;7,0;12.4;10.1;0.466;0.538;0.522;4.1;0.358;0.595;0.405;1.8;0.87;0.57;1.5;2.6;4.1;0.058;0.108;0.083;0.5;0.9;0.6;1.2;2.6;110.2;111.6;-1.4;-0.5;0.211
Bruce Brown;25;72;24.6;202;6,4;9;7;0.506;0.543;0.674;1.3;0.404;0.814;0.186;1.8;0.758;0.575;1.4;3.4;4.8;0.056;0.13;0.094;2.1;0.8;1.1;0.7;2.4;111.7;112;-0.3;-0.6;0.146
Bruno Fernando;23;30;5.1;240;6,9;2.9;1.8;0.655;0.664;0.795;0.1;0.5;0.964;0.036;0.8;0.625;0.671;0.6;1.2;1.8;0.102;0.223;0.161;0.2;0.5;0;0.4;0.8;100;110.1;-10.1;-1.1;0.197
Bryn Forbes;28;75;17.1;205;6,2;8.8;7.2;0.429;0.542;0.329;3.9;0.414;0.453;0.547;1.2;0.908;0.574;0.1;1.1;1.2;0.007;0.063;0.035;1;0.7;0.3;0.1;1.3;109.3;109.8;-0.5;0.3;0.201
Buddy Hield;29;81;30.8;220;6,4;15.6;13.6;0.406;0.526;0.291;8.8;0.366;0.348;0.652;1.6;0.874;0.548;0.8;3.5;4.4;0.025;0.114;0.068;2.8;1.9;0.9;0.3;2.3;111.4;115.1;-3.6;-2;0.214
CJ Elleby;22;58;20.2;200;6,6;5.8;5.3;0.393;0.453;0.496;2.2;0.294;0.591;0.409;1.4;0.714;0.491;1.1;2.8;3.9;0.052;0.141;0.094;1.5;1;0.6;0.3;2;102.6;116.9;-14.3;-6;0.143
CJ McCollum;30;62;34.6;190;6,3;22.1;18.8;0.46;0.539;0.517;7.6;0.388;0.597;0.403;2.7;0.682;0.553;0.9;3.5;4.3;0.024;0.101;0.062;5.1;2;1.1;0.4;2;112.1;114;-1.9;-1.1;0.269
CJ Miles;35;1;2;220;6,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;80;180;-100;-5;0
Cade Cunningham;20;64;32.6;220;6,6;17.4;16.1;0.416;0.471;0.566;5.7;0.314;0.648;0.352;2.6;0.845;0.504;0.9;4.6;5.5;0.026;0.143;0.083;5.6;3.7;1.2;0.7;3.1;106.9;113.1;-6.2;-4.3;0.273
Caleb Martin;26;60;22.9;205;6,5;9.2;6.8;0.507;0.585;0.523;2.6;0.413;0.622;0.378;1.6;0.763;0.611;1.2;2.7;3.8;0.054;0.114;0.085;1.1;0.9;1;0.5;1.7;111.8;106.2;5.7;2.6;0.158
Cam Reddish;22;49;20.7;217;6,8;10.1;8.3;0.404;0.485;0.398;3.8;0.359;0.549;0.451;2.3;0.902;0.543;0.5;1.6;2.1;0.023;0.075;0.048;1;1.2;1;0.3;1.2;103.2;113;-9.8;-4.4;0.213
Cam Thomas;20;67;17.6;210;6,3;8.5;7.5;0.433;0.48;0.6;2.6;0.27;0.654;0.346;1.6;0.829;0.519;0.2;2.2;2.4;0.013;0.118;0.065;1.2;0.8;0.5;0.1;1;106.3;112.7;-6.4;-2.1;0.212
Cameron Johnson;26;66;26.2;210;6,8;12.5;9.2;0.46;0.596;0.275;5.9;0.425;0.356;0.644;1.7;0.86;0.625;0.6;3.5;4.1;0.023;0.123;0.075;1.5;0.7;0.9;0.2;1.7;110.8;104.6;6.2;3.3;0.167
Cameron McGriff;24;3;15.3;220;6,7;4.7;4.7;0.357;0.429;0.429;2;0.333;0.571;0.429;0.7;1;0.47;2;3;5;0.098;0.209;0.144;1;0;0;0.3;2.3;122.3;115.1;7.3;2.7;0.122
Cameron Oliver;25;2;21.7;239;6,8;11.5;7.5;0.667;0.7;0.783;1.5;0.333;0.8;0.2;1.5;0.667;0.705;1;2;3;0.051;0.121;0.083;1.5;0;0.5;0.5;2.5;122.5;123.3;-0.9;-1;0.167
Cameron Payne;27;58;22;183;6,1;10.8;10.1;0.409;0.469;0.54;3.6;0.336;0.641;0.359;1.5;0.843;0.5;0.4;2.6;3;0.018;0.109;0.065;4.9;1.8;0.7;0.3;2.1;109.1;102.7;6.3;2.6;0.235
Caris LeVert;27;58;30.7;205;6,6;17;14.7;0.444;0.492;0.602;4.4;0.32;0.7;0.3;3.3;0.756;0.525;0.7;2.9;3.7;0.024;0.097;0.06;4.3;1.9;0.9;0.4;2.3;112.7;114.5;-1.8;-1.1;0.252
Carlik Jones;24;5;4.7;174;6,0;0.8;1.8;0.111;0.111;0.5;0.2;0;0.889;0.111;0.4;1;0.202;0.2;0.4;0.6;0.042;0.069;0.057;1;0.6;0.2;0;0;88.7;121.8;-33.1;-4;0.22
Carmelo Anthony;38;69;26;238;6,7;13.3;10.5;0.441;0.544;0.37;5.8;0.375;0.451;0.549;2.3;0.83;0.579;0.9;3.3;4.2;0.034;0.116;0.076;1;0.9;0.7;0.8;2.4;108.7;111.7;-2.9;-1.3;0.195
Carsen Edwards;24;4;19.8;200;5,11;5.8;7.5;0.3;0.367;0.435;4;0.25;0.467;0.533;0.3;1;0.378;0.5;1;1.5;0.022;0.044;0.033;3.5;1.3;0.5;0;1;108.5;114.4;-5.9;-3;0.179
Cassius Stanley;22;9;17.2;190;6,5;5.8;5.1;0.413;0.457;0.577;1.9;0.235;0.63;0.37;1.1;1;0.516;0.6;1.6;2.1;0.028;0.084;0.055;0.4;0.7;0.6;0.2;1.9;100.9;105.2;-4.3;-1.7;0.148
Cassius Winston;24;7;5.6;185;6,1;2;1.6;0.364;0.455;0.286;0.9;0.333;0.455;0.545;0.6;1;0.549;0;0.1;0.1;0;0.027;0.013;1;0.4;0;0;1.3;107.7;111.1;-3.4;-0.9;0.184
Cat Barber;27;3;4.3;173;6,1;0;1.3;0;0;0;0;0;1;0;1.3;0;0;0.3;0.7;1;0.091;0.286;0.167;1;0.3;0;0;0.3;131;96.4;34.6;3.7;0.219
Cedi Osman;27;66;22.1;230;6,7;10.7;8.7;0.432;0.544;0.336;5.4;0.357;0.372;0.628;2;0.664;0.563;0.4;1.8;2.2;0.017;0.08;0.049;2;1;0.8;0.2;1.9;107.5;109.2;-1.8;-0.9;0.206
Chandler Hutchison;26;6;3.7;210;6,6;0.7;0.3;0.5;0.5;0.5;0;0;1;0;0.3;1;0.694;0;0.8;0.8;0;0.167;0.091;0.3;0.7;0;0;0.2;109.6;82.4;27.3;2.5;0.111
Charles Bassey;21;23;7.3;230;6,9;3;2;0.638;0.638;0.87;0.2;0;0.915;0.085;0.5;0.75;0.66;1;1.7;2.7;0.124;0.233;0.177;0.3;0.3;0.2;0.7;1.4;98.6;107.4;-8.8;-1.5;0.152
Charlie Brown Jr.;25;22;8.1;199;6,6;1.4;1.8;0.256;0.269;0.6;0.5;0.083;0.692;0.308;0.5;0.9;0.346;0.6;0.8;1.5;0.067;0.088;0.077;0.3;0.2;0.5;0.2;0.8;99.7;103.4;-3.6;-1;0.105
Chaundee Brown Jr.;23;5;20.7;215;6,5;6.2;6.4;0.313;0.406;0.258;3.6;0.333;0.438;0.563;1.2;0.833;0.447;0.2;3;3.2;0.009;0.139;0.071;0.8;0.2;0.4;0;1.4;104.1;112.8;-8.7;-4;0.146
Cheick Diallo;25;3;10.2;219;6,8;3.7;2.7;0.375;0.375;0.545;0;0;1;0;2;0.833;0.517;1.3;2.7;4;0.098;0.296;0.176;0;0.3;0.3;0;2;82.2;132.9;-50.7;-11;0.145
Chimezie Metu;25;60;21.3;225;6,9;8.9;7.5;0.452;0.516;0.547;3.1;0.306;0.586;0.414;1.5;0.78;0.546;0.6;5;5.6;0.027;0.227;0.129;1;1;0.9;0.5;1.6;106.1;111.8;-5.7;-2.6;0.184
Chris Boucher;29;80;21.1;200;6,9;9.4;7.2;0.464;0.523;0.531;2.9;0.297;0.603;0.397;2.4;0.777;0.57;2.2;3.9;6.2;0.095;0.183;0.137;0.3;0.5;0.6;0.9;2.2;111;105.7;5.3;2.4;0.172
Chris Chiozza;26;34;10.9;175;5,11;2;2.4;0.296;0.401;0.209;1.6;0.321;0.346;0.654;0.1;0.667;0.407;0.3;0.8;1.1;0.023;0.073;0.048;1.9;0.9;0.4;0;0.9;100.4;108.3;-7.9;-1.4;0.132
Chris Duarte;25;55;28;190;6,5;13.1;11.3;0.432;0.507;0.483;4.6;0.369;0.589;0.411;2;0.804;0.537;0.7;3.4;4.1;0.026;0.117;0.071;2.1;1.6;1;0.2;1.7;107.6;109.7;-2;-1;0.207
Chris Paul;37;65;32.9;175;6,0;14.7;11.3;0.493;0.536;0.626;3.1;0.317;0.73;0.27;3.1;0.837;0.581;0.3;4;4.4;0.011;0.113;0.064;10.8;2.4;1.9;0.3;2.1;115.6;105.5;10;7.1;0.197
Chris Silva;25;10;9.1;234;6,8;2.6;1.5;0.533;0.533;0.615;0;0;1;0;1.2;0.833;0.641;1.3;2.3;3.6;0.127;0.274;0.194;0.7;0.8;0;0.1;2;101.5;117.6;-16.1;-2.9;0.123
Christian Wood;26;68;30.8;214;6,9;17.9;12.9;0.501;0.576;0.507;4.9;0.39;0.617;0.383;4.9;0.623;0.595;1.6;8.5;10.1;0.051;0.265;0.158;2.3;1.9;0.8;1;2.5;106.6;115.7;-9.1;-6;0.233
Chuma Okeke;23;70;25;229;6,6;8.6;8.2;0.376;0.478;0.324;5.3;0.318;0.355;0.645;0.9;0.846;0.501;0.7;4.3;5;0.024;0.165;0.092;1.7;0.8;1.4;0.6;1.4;100.3;109.1;-8.8;-4.5;0.159
Clint Capela;28;74;27.6;256;6,10;11.1;8.2;0.613;0.613;0.902;0;0;0.998;0.002;2.3;0.473;0.604;3.8;8.1;11.9;0.133;0.284;0.208;1.2;0.6;0.7;1.3;2.2;116.6;113.3;3.3;1.7;0.149
Coby White;22;61;27.5;195;6,4;12.7;10.6;0.433;0.539;0.37;5.8;0.385;0.452;0.548;1.5;0.857;0.564;0.3;2.7;3;0.011;0.099;0.055;2.9;1.1;0.5;0.2;2.2;112.3;113.6;-1.2;-0.6;0.195
Cody Martin;26;71;26.3;205;6,6;7.7;6;0.482;0.554;0.526;2.2;0.384;0.624;0.376;1.5;0.701;0.579;1.2;2.9;4;0.043;0.108;0.075;2.5;0.9;1.2;0.5;1.6;113.1;113;0.1;-0.4;0.12
Cody Zeller;29;27;13.1;240;6,11;5.2;3.3;0.567;0.567;0.729;0.1;0;0.956;0.044;1.8;0.776;0.627;1.9;2.8;4.6;0.128;0.212;0.168;0.8;0.7;0.3;0.2;2.1;108.8;110.9;-2.1;-1;0.153
Cole Anthony;22;65;31.7;185;6,3;16.3;14;0.391;0.464;0.424;6;0.338;0.571;0.429;3.9;0.854;0.519;0.5;4.9;5.4;0.015;0.145;0.08;5.7;2.6;0.7;0.3;2.6;105.7;111.1;-5.4;-3.6;0.245
Collin Sexton;23;11;28.8;190;6,1;16;13.7;0.45;0.487;0.648;4.1;0.244;0.702;0.298;3.5;0.744;0.523;1.2;2.1;3.3;0.041;0.066;0.054;2.1;2.8;0.9;0;2.3;99.2;105;-5.8;-2.7;0.264
Corey Kispert;23;77;23.4;224;6,6;8.2;6.7;0.455;0.564;0.385;4.2;0.35;0.377;0.623;0.8;0.871;0.586;0.7;2;2.7;0.03;0.084;0.058;1.1;0.6;0.5;0.3;1.2;113;112.9;0.1;0.5;0.142
Cory Joseph;30;65;24.6;200;6,3;8;6.2;0.445;0.526;0.434;2.4;0.414;0.608;0.393;1.7;0.885;0.579;0.4;2.2;2.7;0.017;0.092;0.053;3.6;1.3;0.6;0.3;2.3;105.3;111.7;-6.4;-3.1;0.141
Craig Sword;28;3;6.3;196;6,3;2;1.3;0.75;0.75;1;0.3;0;0.75;0.25;0;0;0.75;0;0;0;0;0;0;0.3;0.3;1.3;0;2.3;102.9;94.6;8.3;0.3;0.125
D'Angelo Russell;26;65;31.9;193;6,4;18.1;15;0.411;0.502;0.383;8;0.34;0.469;0.531;3.7;0.825;0.544;0.4;2.9;3.3;0.011;0.089;0.05;7.1;2.5;1;0.3;2;114.5;109.8;4.7;3.2;0.246
D.J. Augustin;34;55;16.1;183;5,11;5.3;4;0.423;0.577;0.177;3;0.415;0.261;0.739;0.8;0.884;0.61;0.2;1;1.2;0.012;0.065;0.038;1.9;1;0.3;0;0.7;106.9;117.5;-10.6;-3.2;0.139
D.J. Wilson;26;4;13.5;231;6,10;7.5;3.8;0.733;0.733;0.733;0.5;0;0.867;0.133;2.5;0.8;0.773;0.3;3.8;4;0.017;0.238;0.13;1.3;0.5;1.3;0.3;1.5;100;116.5;-16.5;-4;0.159
DaQuan Jeffries;24;3;2.9;222;6,5;0.7;0.7;0.5;0.5;1;0.3;0;0.5;0.5;0;0;0.5;0;0.7;0.7;0;0.25;0.105;0.3;0;0;0;0.3;89.5;100;-10.5;-1;0.091
Daishen Nix;20;24;10.9;226;6,4;3.2;2.8;0.403;0.455;0.519;1.1;0.269;0.612;0.388;1.3;0.533;0.48;0.3;1.1;1.4;0.026;0.103;0.064;1.7;1.1;0.6;0;0.9;104.4;111;-6.6;-1.9;0.167
Dakota Mathias;26;6;2.7;200;6,4;1;1;0.333;0.5;0;1;0.333;0;1;0;0;0.5;0;0.3;0.3;0;0.154;0.057;0.2;0;0.2;0;0.2;66.7;92.1;-25.4;-1.8;0.15
Dalano Banton;22;64;10.9;204;6,7;3.2;3.2;0.411;0.443;0.683;0.8;0.255;0.748;0.252;0.7;0.591;0.463;0.6;1.3;1.9;0.048;0.124;0.083;1.5;0.8;0.4;0.2;1.1;106.6;105.1;1.5;0.5;0.159
Damian Jones;27;56;18.2;245;6,11;8.1;4.8;0.658;0.677;0.727;0.5;0.345;0.891;0.109;2.3;0.718;0.701;1.3;3.1;4.4;0.074;0.164;0.12;1.2;1.1;0.5;0.8;2.3;106.7;113.5;-6.8;-3.1;0.163
